input,code
 optical lab mechanic-retail,3414
 sterile processing technician,3414
 physiotherapy helper,3414
 blood donor clinic attendant,3414
 sterilization attendant,3414
 therapy assistant-medical,3414
 optometrist assistant,3414
 orthopedic physician assistant,3414
 polishing pad mounter,3414
 optical lens grinder and polisher,3414
 registered orthopedic technologist,3414
 central supply room supervisor-hospital,3414
 drugstore side room attendant,3414
 fracture room attendant,3414
 medical clinic assistant,3414
 ophthalmic lens bench worker,3414
 plaster room attendant,3414
 physical therapy attendant,3414
 chiropractic aide,3414
 optical laboratory technician-retail,3414
 morgue technician,3414
 therapy aide-medical,3414
 orthopedic technician,3414
 acupuncture assistant,3414
 sterile processing worker,3414
 health aide,3414
 activities co-ordinator-health support services,3414
 physiotherapy attendant,3414
 therapist assistant-medical,3414
 lens grinder-polisher setter,3414
 blood sampling attendant,3414
 cast room technician,3414
 radiology aide,3414
" supply, processing and distribution aide-medical",3414
 autopsy attendant,3414
 activity worker-health support services,3414
 blood donor clinic assistant,3414
 ophthalmic goods bench worker,3414
 chiropractic assistant,3414
 drugstore dispensing assistant,3414
 herbal medicine assistant,3414
 central supply aide,3414
 medical instrument sterilizer,3414
 autopsy technician,3414
 medical material handler,3414
 acupuncture attendant,3414
 occupational therapy helper,3414
 optical technician,3414
 chiropractor aide,3414
 autopsy assistant,3414
 ophthalmic goods lens coating technician,3414
 recreation aide-health services,3414
 activity leader-seniors,3414
 adjuvant,3414
 post-mortem attendant,3414
 chiropractic office assistant,3414
 orthopedic supervisor,3414
 optical lens inspector,3414
 instrument sterilizer-medical,3414
 rehabilitation aide,3414
 sterile supply room attendant,3414
 optometric technician,3414
 sterilization processing attendant,3414
 pharmacy side room attendant,3414
 clinical laboratory helper,3414
 pharmacy supply assistant,3414
 ophthalmic laboratory technician-retail,3414
 emergency-entry attendant-hospital,3414
 ophthalmic lab technician-retail,3414
 recreation therapist aide,3414
 pharmacy aide,3414
 chiropractic health assistant,3414
 clinic assistant-medical,3414
 activity aide-health support services,3414
 ophthalmic lens marker,3414
 registered central service technician-medical,3414
 phytotherapy assistant,3414
 ophthalmic lens grinder-polisher setter,3414
 surgical assistant,3414
 ophthalmic lens grinder and polisher,3414
 orthopedist aide,3414
 senior adjuvant,3414
 lens marker-health support services,3414
 central service room worker-hospital,3414
 rehabilitation assistant,3414
 ophthalmic lens inspector,3414
activationist-health support services,3414
 ophthalmic lens edge grinder,3414
 orthopedic assistant,3414
 optical goods inspector,3414
 ophthalmic goods antireflection (AR) coating technician,3414
 ophthalmic lens cutter,3414
 optical mechanic,3414
 forestry professor-university,4011
 full professor-university,4011
 nursing professor-university,4011
 anatomy professor-university,4011
 surgery professor-university,4011
 botany professor-university,4011
Asian studies professor-university,4011
 engineering professor-university,4011
 psychiatry professor-university,4011
 public health professor-university,4011
 fine arts professor-university,4011
 lecturer-university,4011
 computer science professor-university,4011
 postdoctoral fellow,4011
  department chairman-university,4011
 department chairperson-university,4011
 linguistics department chairman-university,4011
 biochemistry professor-university,4011
 geography professor-university,4011
 department chairwoman-university,4011
 food sciences department head-university,4011
 industrial engineering professor-university,4011
 psychology professor-university,4011
 criminology professor-university,4011
 linguistics department chairperson-university,4011
 chemical engineering professor-university,4011
 food science professor-university,4011
 laboratory technology professor-university,4011
 law professor-university,4011
 dentistry professor-university,4011
 civil engineering professor-university,4011
 research professor-university,4011
 astronomy professor-university,4011
 food sciences department chairman-university,4011
 economics professor-university,4011
 mechanical engineering professor-university,4011
 veterinary medicine professor-university,4011
 physical sciences professor-university,4011
 meteorology professor-university,4011
 engineering and architecture professor-university,4011
 public administration professor-university,4011
 history professor-university,4011
 theology department head-university,4011
 natural sciences professor-university,4011
 philosophy professor-university,4011
 political science professor-university,4011
 theology department chairperson-university,4011
 zoology professor-university,4011
 geology professor-university,4011
 oceanography professor-university,4011
 assistant professor-university,4011
 life sciences professor-university,4011
 geography department head-university,4011
 visiting professor-university,4011
 theology department chairwoman-university,4011
 linguistics professor-university,4011
 geography department chairman-university,4011
 geography department chairwoman-university,4011
 physics professor-university,4011
 medical sciences professor-university,4011
 English professor-university,4011
 linguistics associate professor,4011
 physics department chairperson-university,4011
 language professor-university,4011
 sociology professor-university,4011
 university lecturer,4011
 agriculture professor-university,4011
 food sciences department chairperson-university,4011
 physics department chairwoman-university,4011
 humanities professor-university,4011
 university professor,4011
 medicine professor-university,4011
 physiology professor-university,4011
 geophysics professor-university,4011
 recreology professor-university,4011
 social work professor-university,4011
 drama professor-university,4011
 classics professor-university,4011
 engineering instructor-university,4011
 visual arts department chairman-university,4011
 department head-university,4011
 literature professor-university,4011
 electrical engineering professor-university,4011
 professor of computer science-university,4011
 physics department chairperson,4011
 music professor-university,4011
 professor of medicine-university,4011
 bacteriology professor-university,4011
 teacher-teacher's college,4011
 visual arts department chairwoman-university,4011
 botany assistant professor,4011
 visiting scholar-university,4011
 physics department head-university,4011
 hygiene professor-university,4011
 library science professor-university,4011
 professor emeritus-university,4011
 visual arts department chairperson-university,4011
 geography department chairperson-university,4011
 history assistant professor-university,4011
 linguistics department chairwoman-university,4011
 metallurgy professor-university,4011
 archaeology professor-university,4011
 sculpture professor-university,4011
 theology department chairman-university,4011
 business administration professor-university,4011
 department chairman-university,4011
 journalism professor-university,4011
 anthropology professor-university,4011
 biology professor-university,4011
 social sciences professor-university,4011
 education professor-university,4011
 urban planning professor-university,4011
 food sciences department chairwoman-university,4011
 pharmacy professor-university,4011
 associate professor-university,4011
 chemistry professor-university,4011
 mathematics professor-university,4011
 French language professor-university,4011
 biomechanics professor-university,4011
 botany assistant professor-university,4011
 physics department chairman-university,4011
 religion professor-university,4011
 visual arts department head-university,4011
 university department head,4011
 metallurgical engineering professor-university,4011
 laboratory demonstrator-post-secondary teaching assistance,4012
 laboratory supervisor-post-secondary teaching assistant,4012
 tutor-post-secondary teaching assistant,4012
 discussion group leader-post-secondary teaching assistant,4012
college laboratory assistant,4012
 university laboratory assistant,4012
 university research assistant,4012
 university teaching assistant,4012
 graduate assistant-university,4012
 post-secondary research assistant,4012
 marker-post-secondary teaching assistance,4012
 post-secondary teaching assistant,4012
 college teaching assistant,4012
 marketing teacher-college level,4021
 business college teacher,4021
 early childhood education instructor-college level,4021
 music teacher-conservatory of music,4021
 department chairperson-college,4021
 agricultural college teacher,4021
 police college teacher,4021
 community college teacher,4021
 instructor-business college,4021
 department chairman-community college,4021
 administration teacher,4021
 electrolysis instructor-vocational institute,4021
 fashion design teacher-CEGEP,4021
 flight attendants instructor,4021
 dental assistant program teacher-community college,4021
 instructor-vocational school,4021
 advertising art teacher,4021
 airline customer-service instructor,4021
 firefighters instructor,4021
 industry-based trainer,4021
 business subjects teacher-vocational institute,4021
 second-language instructor-language school,4021
 department head-community college,4021
 instructor-private training institute,4021
 nursing instructor-college,4021
 interior design teacher,4021
" French as a second language teacher (except elementary, high school or university)",4021
 computer-assisted drafting (CAD) instructor,4021
 commercial subjects teacher-vocational institute,4021
 commercial vehicle driver instructor,4021
 department head-private training institute,4021
 gliding instructor,4021
 police instructor,4021
 computer trainer,4021
 accounting teacher-college level,4021
 court reporting instructor,4021
 department head-institute of technology,4021
 denominational institute teacher,4021
 history teacher-CEGEP,4021
  department chairman-college,4021
 community college instructor,4021
 department chairwoman-community college,4021
 CEGEP (general and vocational college) teacher,4021
 instructor-language school,4021
 correspondence school instructor,4021
 truck driver trainer-community college,4021
 chemical technology teacher,4021
 professional training instructor,4021
 modern languages tutor-language school,4021
 dental hygienist program teacher,4021
 hairdressing teacher-community college,4021
 direct sales instructor,4021
 mathematics teacher-college level,4021
 community planning teacher-college level,4021
 electromechanical technology teacher-college level,4021
 public-speaking instructor,4021
 welding teacher-technical institute,4021
 company trainer,4021
 automotive repair instructor-community college,4021
 retail management teacher,4021
 industrial safety instructor,4021
 printing technology teacher-CEGEP,4021
 college of applied arts and technology teacher,4021
 mineral technology teacher-college of applied arts and technology,4021
 technical subjects instructor-vocational institute,4021
 department chairman-college,4021
 language school instructor,4021
 lecturer-college,4021
 medical technology teacher,4021
 business administration teacher,4021
 economics teacher-college level,4021
 drafting teacher,4021
 instructor-company,4021
 teacher-seminary,4021
 workplace trainer,4021
 computer science teacher-college level,4021
 computer training representative,4021
 language instructor-language school,4021
 business college instructor,4021
 bookkeeping teacher,4021
 management seminar leader,4021
 fashion teacher-college level,4021
 vocational institute teacher,4021
 clothing design teacher,4021
 child-care service teacher,4021
 electronic technology teacher-college level,4021
 drafting instructor,4021
 instructor-commercial college,4021
 training instructor-college level,4021
 computer training instructor,4021
 architectural technology instructor,4021
 computer-based trainer,4021
 child-care service teacher-college level,4021
 correspondence teacher-college level,4021
 graphic arts teacher,4021
 department head-CEGEP,4021
 business administration teacher-college level,4021
 staff training officer-industry,4021
 recreational leadership teacher,4021
 drafting teacher-college level,4021
 applied arts teacher-college level,4021
 fine arts teacher-college level,4021
 legal assistant program teacher,4021
 computer programming instructor-college level,4021
 department chairperson-community college,4021
 commercial vehicle driving instructor,4021
 college instructor,4021
 department head-technical institute,4021
 hairdressing instructor-vocational institute,4021
 law teacher-police college,4021
 technological institute teacher,4021
 horticulture and landscaping instructor-school of horticulture,4021
 institute of technology teacher,4021
 instructor-technology institute,4021
 landscaping instructor,4021
 pursers instructor,4021
 ESL (English as a second language) teacher-college level,4021
 college lecturer,4021
 technological institute instructor,4021
 agricultural school teacher,4021
 health technology teacher,4021
 embalming teacher,4021
 teacher-commercial college,4021
 community-based trainer,4021
 legal secretarial program teacher-community college,4021
 correspondence school tutor,4021
 chemistry teacher-agricultural school,4021
 medical records management program teacher,4021
 journalism teacher-college level,4021
 law enforcement teacher,4021
 CEGEP teacher,4021
 training officer-company,4021
 business law teacher,4021
 trainee instructor,4021
 graphic design instructor,4021
 drafting instructor-college level,4021
 technology teacher-college level,4021
 vocational trainer,4021
 communications teacher-college level,4021
 commercial art instructor,4021
 health and safety instructor,4021
 ground school instructor,4021
 remedial teacher-college level,4021
 instructor-industry,4021
" English as a second language teacher (except elementary, high school or university)",4021
 teacher-business college,4021
 industrial instrumentation teacher,4021
 public-speaking teacher,4021
 data-processing teacher-college level,4021
 hotel management teacher-college,4021
 tool and die making teacher-community college,4021
 heavy equipment operators instructor-community college,4021
 college teacher,4021
 English teacher-college level,4021
 apparel design teacher,4021
 college of applied arts and technology instructor,4021
 modern languages teacher-college level,4021
 nursing educator (except college),4021
 academic subjects teacher-college level,4021
 English as a second language teacher (ESL)-college level,4021
 department head-college,4021
 early childhood education teacher-college level,4021
 English teacher-business college,4021
 department head-vocational institute,4021
 appliance servicing teacher-vocational institute,4021
 language laboratory teacher-college level,4021
 mechanical technology teacher-college level,4021
 teacher-institute of technology,4021
 tourism trainer,4021
 firefighting instructor,4021
 mining rescue instructor,4021
 technological subjects instructor-vocational institute,4021
 training consultant-industry,4021
 instructor-technical school,4021
Bible college teacher,4021
 social services teacher-college level,4021
 industry-based instructor,4021
 elocution teacher-non-medical,4021
 Bible school teacher,4021
 commercial art teacher,4021
 department chairwoman-college,4021
 trade instructor-community college,4021
 librarian-teacher-high school,4031
 French as a second language teacher-secondary school,4031
 substitute high school teacher,4031
 special programs teacher-secondary school,4031
 home economics teacher-secondary school,4031
 German teacher-secondary school,4031
 English as a second language (ESL) high school teacher,4031
 sheet metal instructor-secondary school,4031
 academic subjects high school teacher,4031
 business education teacher,4031
 academic subjects secondary school teacher,4031
 secondary school vocational teacher,4031
 Native school community teacher-secondary school,4031
 religious education high school teacher,4031
Aboriginal school community teacher-secondary school,4031
 science high school teacher,4031
 high school teacher-outdoor activities,4031
 science teacher-secondary school,4031
 economics teacher-secondary school,4031
 adult education teacher-secondary school,4031
 computer technology teacher-secondary school,4031
 reading clinician-secondary school,4031
 ethics teacher-secondary school,4031
 accounting teacher-secondary school,4031
 fine arts teacher-secondary school,4031
 secondary school teacher,4031
 business and commerce teacher-secondary school,4031
 outdoor physical education teacher-secondary school,4031
 technical and vocational teacher-secondary school,4031
 industrial arts teacher-secondary school,4031
 drama teacher-secondary school,4031
 humanities teacher-high school,4031
 trades instructor-secondary school,4031
 geography teacher-secondary school,4031
 cooking teacher-secondary school,4031
 classical languages secondary school teacher,4031
 arts and crafts teacher-secondary school,4031
 calculus teacher-secondary school,4031
 special needs teacher-secondary school,4031
 health education teacher-secondary school,4031
 algebra teacher-secondary school,4031
 physics teacher-secondary school,4031
 distance education teacher-secondary school,4031
 vocational high school teacher,4031
 school teacher-secondary school,4031
 career and life management teacher,4031
 business teacher-secondary school,4031
 mathematics teacher-secondary school,4031
 French teacher-secondary school,4031
 substitute teacher-secondary school,4031
 music teacher-secondary school,4031
 social sciences teacher-secondary school,4031
 cooperative education teacher,4031
 history teacher-secondary school,4031
 commerce teacher-secondary school,4031
 Spanish teacher-secondary school,4031
 remedial teacher-secondary school,4031
 secondary school reading clinician,4031
 Greek teacher-secondary school,4031
 guest teacher-secondary school,4031
 career education teacher,4031
 physical and health education teacher-secondary school,4031
 high school teacher,4031
 vocational secondary school teacher,4031
 correspondence teacher-secondary school,4031
 modern languages teacher-secondary school,4031
 physical education teacher-secondary school,4031
 private teacher-secondary school,4031
 career and technology studies teacher,4031
 supply high school teacher,4031
 vocational teacher-secondary school,4031
 ESL (English as a second language) high school teacher,4031
 physical science teacher-secondary school,4031
 special education teacher-secondary school,4031
 English teacher-secondary school,4031
 information technology teacher-secondary school,4031
 industrial and vocational education teacher-secondary school,4031
 art teacher-secondary school,4031
 data processing teacher-secondary school,4031
 biology teacher-secondary school,4031
 sewing teacher-secondary school,4031
 Latin teacher-secondary school,4031
 Italian teacher-secondary school,4031
 cooperative learning teacher,4031
 secondary school department head,4031
 geometry teacher-secondary school,4031
 English literature high school teacher,4031
 career exploration teacher,4031
 practical and applied arts teacher,4031
 chemistry teacher-secondary school,4031
 English as a second language teacher-elementary school,4032
 visiting teacher-elementary school,4032
 crafts teacher-elementary school,4032
 special needs teacher-elementary school,4032
 special education teacher-primary school,4032
 junior high school teacher,4032
 grade school teacher,4032
 elementary school supply teacher,4032
Aboriginal school teacher-elementary school,4032
 French as a second language teacher-elementary school,4032
 French as a second language elementary school teacher,4032
 cooking teacher-elementary school,4032
 art teacher-elementary school,4032
 substitute teacher-elementary school,4032
 supply teacher-elementary school,4032
 elementary school reading clinician,4032
 elementary school substitute teacher,4032
 kindergarten teacher,4032
 French teacher-elementary school,4032
 reading clinician-elementary school,4032
 early childhood services teacher-elementary school,4032
 elementary school teacher,4032
 French immersion teacher-elementary school,4032
 music teacher-elementary school,4032
 physical education teacher-elementary school,4032
 teacher-junior kindergarten,4032
 sewing teacher-elementary school,4032
 industrial arts teacher-elementary school,4032
 teacher-librarian-elementary school,4032
 English as a second language elementary school teacher,4032
 correspondence teacher-elementary school,4032
 special education teacher-elementary school,4032
 primary school teacher,4032
 language teacher-elementary school,4032
 nature study teacher-elementary school,4032
 remedial teacher-elementary school,4032
 English teacher-elementary school,4032
 home economics teacher-elementary school,4032
 academic skills counsellor,4033
 guidance counsellor,4033
 personal counsellor-education,4033
 counsellor for Aboriginal students,4033
 school adjustment officer,4033
 First Nations studies program academic adviser,4033
 learning and study skills specialist,4033
First Nations counsellor-education,4033
 educational counsellor,4033
 international student adviser,4033
 co-op officer-schools,4033
 academic adviser,4033
 school guidance department head,4033
 student counsellor,4033
 student employment services co-ordinator,4033
 student affairs and employment officer,4033
 academic counsellor,4033
 co-op placement officer-school,4033
 co-op program co-ordinator-school,4033
 university counsellor,4033
 college counsellor,4033
 school counsellor,4033
 independent or applied studies officer,4033
 education officer,4033
 career counsellor-education,4033
 student services counsellor,4033
 vocational counsellor-education,4033
 educational guidance director,4033
 personal academic counsellor,4033
 guidance service head,4033
 counselling intern,4033
 juvenile court judge,4111
 Federal Court of Appeal justice,4111
 appellate court judge,4111
 magistrate court judge,4111
 provincial court judge,4111
 federal court justice-trial division,4111
 probate court judge,4111
 chief justice,4111
 administrative judge,4111
 county judge,4111
 provincial court of appeal justice,4111
 federal court justice,4111
 small claims court judge,4111
 deputy justice,4111
Court of Queen's Bench justice,4111
 associate chief justice,4111
 family court judge,4111
 judge-law,4111
 Supreme Court justice,4111
 justice,4111
 district court judge,4111
 Tax Court judge,4111
 youth court judge,4111
 trial court judge,4111
 provincial supreme court justice,4111
 Supreme Court of Canada justice,4111
 county court judge,4111
 puisne judge,4111
 federal trial court justice,4111
 superior court justice,4111
 district and surrogate court judge,4111
 assistant corporate counsel,4112
Crown attorney,4112
 corporation lawyer,4112
 insurance lawyer,4112
 municipal solicitor,4112
 deputy city solicitor,4112
 intellectual-property lawyer,4112
 counsel,4112
 general counsel,4112
 Quebec notary,4112
 city attorney,4112
 counsellor-at-law,4112
 patent lawyer,4112
 Crown corporation counsel,4112
 family and estates lawyer,4112
 legal aid lawyer,4112
 lawyer,4112
 patent counsel,4112
 law and corporate affairs adviser,4112
 barrister,4112
 claim attorney,4112
 assistant regional counsel,4112
 corporate notary (Quebec),4112
 legislative counsel,4112
 criminal lawyer,4112
 legal advocate,4112
 general solicitor,4112
 tariff counsel,4112
 contract counsel,4112
 litigator,4112
 barrister and solicitor,4112
 attorney-at-law,4112
 articling law student,4112
 Queen's Counsel,4112
 in-house legal counsel,4112
 assistant general solicitor,4112
 regional Crown prosecutor,4112
 student-at-law,4112
 staff solicitor,4112
 commercial lawyer,4112
 tax lawyer,4112
 defence counsel,4112
 judicial assistant-Supreme Court,4112
 legal attach̩,4112
 associate legal advisor,4112
 solicitor,4112
 trademark lawyer,4112
 real estate lawyer,4112
 Crown prosecutor,4112
 review lawyer,4112
 assistant Crown attorney,4112
 immigration lawyer,4112
 city solicitor,4112
 departmental solicitor,4112
 law partner,4112
 assistant legal advisor,4112
 prosecuting attorney,4112
 industrial lawyer,4112
 associate legal counsel,4112
 Crown counsel,4112
 attorney's assistant chief agent,4112
 tax attorney,4112
 associate lawyer,4112
 commercial law notary,4112
 associate counsel,4112
 notary (Quebec),4112
 counsellor-lawyer,4112
 title lawyer,4112
 administrative lawyer,4112
 regional attorney,4112
 county attorney,4112
 staff lawyer,4112
 legal officer,4112
 civil lawyer,4112
 prosecutor,4112
 staff counsel,4112
 attorney,4112
 patent solicitor,4112
 legislative adviser,4112
 labour lawyer,4112
 legal counsel,4112
 corporate counsel,4112
 advisory counsel,4112
 legal advisor,4112
 special prosecutor,4112
 physiological psychologist,4151
 behaviourist,4151
 cognitive psychologist,4151
 human development psychologist,4151
 social psychologist,4151
 behavioural psychologist,4151
 psychologist-counselling,4151
 clinical psychologist,4151
 sports psychologist,4151
 industrial psychologist,4151
 neuropsychologist,4151
 experimental psychologist,4151
 behavioural therapist,4151
 psychologist,4151
 child psychologist,4151
behavioural modification psychologist,4151
 registered psychologist,4151
 intern psychologist,4151
 community psychologist,4151
 developmental psychologist,4151
 psychotherapist,4151
 biopsychologist,4151
 forensic psychologist,4151
 educational psychologist,4151
 vocational psychologist,4151
 organizational psychologist,4151
 counselling psychologist,4151
 school psychologist,4151
 chartered psychologist,4151
 psychological associate,4151
 research psychologist,4151
 social work officer,4152
 social workers supervisor,4152
 psychiatric social worker,4152
 co-ordinator of social work,4152
 registered social worker,4152
 family social worker,4152
 school social worker,4152
 social casework consultant,4152
addiction social worker,4152
 casework supervisor-social work,4152
 human relations officer-social work,4152
 social work co-ordinator,4152
 social worker,4152
 children's aid investigator,4152
 child welfare social worker,4152
 medical social worker,4152
 intake worker-social services,4152
 case management consultant-social work,4152
 geriatric social worker,4152
 group social worker,4152
 caseworker-social work,4152
 social work supervisor,4152
 case work consultant-social work,4152
 case management social worker,4152
 certified social worker,4152
 welfare organization counsellor,4153
 gambling addictions therapist,4153
 alcohol addiction counsellor,4153
 zootherapist,4153
 marriage therapist,4153
 sex therapist,4153
 registered marriage and family therapist,4153
 family therapist (FT),4153
 play therapist,4153
 counselling program supervisor,4153
 family counsellor,4153
 child and family counsellor,4153
 preretirement counsellor,4153
 eating disorder therapist,4153
 vocational rehabilitation consultant,4153
 marriage counsellor,4153
addictions counsellor,4153
 marriage therapist (MT),4153
 family planning counsellor,4153
 group home counsellor,4153
 grief counsellor,4153
 family therapist,4153
 genetic counsellor,4153
 clinical counsellor,4153
 marriage and family therapist,4153
 community mental health counsellor,4153
 mental health counsellor,4153
 special needs counsellor,4153
 disability consultant,4153
 crisis counsellor,4153
 child and youth counsellor,4153
 counsellor for persons who are intellectually impaired,4153
 marriage consultant,4153
 psychoeducator,4153
 marital counsellor,4153
 registered clinical counsellor,4153
 children's counsellor,4153
 sexologist,4153
 human relations officer-family therapy,4153
 psychoeducational consultant,4153
 marriage and family therapist (MFT),4153
 gambling addictions counsellor,4153
 human relations officer-family and children's services,4153
 rehabilitation counsellor,4153
 vocational rehabilitation counsellor,4153
 behavioural consultant,4153
 couples therapist,4153
 bereavement counsellor,4153
 registered marriage therapist,4153
 drug addiction counsellor,4153
 registered family therapist,4153
 officiating clergywoman,4154
 evangelist,4154
 archdeacon,4154
 cardinal,4154
 curate,4154
 preacher,4154
 rabbi,4154
 imam,4154
 officiating clergyman,4154
 clergyman,4154
 television evangelist,4154
 priest,4154
 archbishop,4154
 granthi,4154
 parish priest,4154
 minister-religion,4154
 bishop,4154
 clergywoman,4154
  clergyman,4154
 pastor,4154
 minister,4154
 moderator-religion,4154
 reverend,4154
 presbyter,4154
 chancellor-religion,4154
Salvation Army commissioned officer,4154
 assistant minister-religion,4154
 chaplain,4154
 welfare program officer-corrections,4155
 case manager-corrections,4155
case management worker-corrections,4155
 clemency officer-corrections,4155
 classification officer-correctional institution,4155
 youth worker-corrections,4155
 community case manager officer-corrections,4155
 parole officer,4155
 parole supervisor,4155
 probation and parole officer,4155
 social assistance program officer-corrections,4155
 probation officer,4155
 correctional centre caseworker,4155
 classification counsellor-corrections,4155
 employment outreach program counsellor,4156
 employment counsellor-government services,4156
 outplacement consultant,4156
 career coach,4156
 employment services officer,4156
 employment services group counsellor,4156
 Aboriginal employment worker,4156
 job counsellor,4156
 employment outreach counsellor,4156
 outplacement counsellor,4156
 workforce adjustment officer,4156
 employment services assessment officer,4156
 employment group counsellor,4156
 relocation counsellor,4156
 career counsellor (except education),4156
 job search trainer,4156
 employment assistance officer,4156
 employment counsellor,4156
 career development practitioner,4156
 job counsellor-government services,4156
 career resource centre co-ordinator,4156
 labour market information consultant,4156
 career group facilitator,4156
 career development facilitator,4156
 Aboriginal employment officer,4156
 employment consultant,4156
 employment outreach program co-ordinator,4156
Aboriginal employment developer,4156
 relocation consultant,4156
 career development counsellor,4156
 workforce development officer,4156
 environmental program co-ordinator,4161
 waste diversion program co-ordinator,4161
 registered patent agent,4161
 fisheries analyst,4161
 occupational hygiene officer,4161
 solid waste program manager,4161
 registered occupational hygienist,4161
 waste reduction and recycling officer,4161
 municipal recycling program co-ordinator,4161
 environmental issues lobbyist,4161
 certified industrial hygienist,4161
 industrial hygienist,4161
 industrial waste reduction program co-ordinator,4161
 natural and applied sciences researcher,4161
 scientific consultant,4161
 environmental advisor (except engineer),4161
 wind energy analyst,4161
 environmental lobbyist,4161
 natural and applied sciences consultant,4161
 regional recycling and waste reduction program co-ordinator,4161
 energy policy analyst,4161
 communications policy researcher,4161
 ergonomics specialist,4161
 multimedia ergonomist,4161
 technology transfer officer,4161
 transportation safety analyst,4161
 environmental program development supervisor,4161
 natural and applied sciences policy analyst,4161
 recycling co-ordinator-residuals management,4161
 energy program officer,4161
 work site analyst,4161
 ergonomist,4161
 work site auditor,4161
 agricultural issues lobbyist,4161
 fisheries program officer,4161
 natural resources policy analyst,4161
 emergency preparedness planner,4161
 certified ergonomist,4161
 patent agent,4161
 program co-ordinator-environmental organization,4161
 natural resources planner,4161
 waste diversion program manager,4161
 waste diversion consultant,4161
 environmental impact analyst,4161
 environmental program manager,4161
 waste reduction education program officer,4161
 environmental education consultant,4161
 emergency management analyst,4161
 occupational hygienist,4161
 human factors specialist (except engineer),4161
 solid waste program co-ordinator,4161
 waste reduction program co-ordinator,4161
 patent searcher,4161
 natural and applied sciences policy advisor,4161
 waste management program co-ordinator,4161
 recycling program co-ordinator,4161
 natural and applied sciences program officer,4161
 transportation program analyst,4161
 human factors engineer,4161
 disaster emergency response planner,4161
agricultural association analyst,4161
 environmental consultant (except engineer),4161
 interface ergonomist,4161
 ergonomics consultant,4161
 salary analyst-economic policy,4162
 territorial resources economist,4162
 business economist,4162
 general economist,4162
 financial economist,4162
 regional economist,4162
 health economist,4162
 economic advisor,4162
 farm economist,4162
 investment economist,4162
 economic consultant,4162
 business analyst-economics,4162
 transport economist,4162
 fiscal economics analyst,4162
 economic policy adviser,4162
 trade analyst,4162
 financial market economist,4162
 tax economist,4162
 natural resources economist,4162
 industrial relations economist,4162
agricultural economist,4162
 social economist,4162
 economic research group supervisor,4162
 business intelligence analyst,4162
 labour market information analyst,4162
 industrial trade economist,4162
 forest economist,4162
 labour economist,4162
 consumer advisor-economics,4162
 price economist,4162
 economic policy analyst,4162
 economist,4162
 forest resources economist,4162
 development economist,4162
 welfare economist,4162
 international trade economist,4162
 land use economist,4162
 wage analyst-economic policy,4162
 econometrician,4162
 energy economist,4162
 mathematical economist,4162
 industrial economist,4162
 human resources economist,4162
 risk management analyst,4162
 economic policy researcher,4162
 economic analyst,4162
 trade economist,4162
 resource economist,4162
 area development officer-government,4163
 market research analyst,4163
 regional economic development agency officer,4163
 tourism services co-ordinator-government,4163
 visitor interpretation services co-ordinator-government,4163
 industrial development officer,4163
 commerce officer,4163
 tourism development officer,4163
 category sales analyst,4163
 agriculture and food sector marketing consultant,4163
 market researcher,4163
 trade promotion officer,4163
 market intelligence analyst,4163
 marketing consultant-market research,4163
 regional development officer,4163
 community economic development consultant,4163
 market research specialist,4163
 business issues lobbyist,4163
 regional development analyst,4163
 tourism consultant-government,4163
 marketing researcher,4163
 mining industry development consultant,4163
 program delivery officer-business development,4163
Aboriginal economic development officer,4163
 agri-food sector development consultant,4163
 marketing research specialist,4163
 economic forecaster,4163
 rural development officer,4163
 advertising analyst,4163
 economic development officer,4163
 market analyst-non-financial,4163
 economic research officer,4163
 manufacturers' association analyst,4163
 marketing analyst,4163
 marketing project officer-market research,4163
 tourism industry consultant,4163
 economic development officer-Aboriginal communities,4163
 tourism industry specialist,4163
 community economic development officer,4163
 industrial commissioner,4163
 industrial development representative,4163
 economic development consultant,4163
 international marketing specialist,4163
 marketing consultant-wholesale,4163
 regional industrial development officer,4163
 international development and assistance researcher,4163
 small business counsellor,4163
 commercial research analyst,4163
 agriculture and food sector development consultant,4163
 commercial development officer-government,4163
 business development officer,4163
 tourism development officer-government,4163
 agri-food sector marketing consultant,4163
 sales analyst,4163
 analyst-market research,4163
 marketing analyst-non-financial,4163
 community development consultant,4163
 program officer-international development agency,4163
 marketing analysis specialist,4163
 family violence prevention program adviser,4164
 social researcher,4164
 women's employment policy consultant,4164
 social policy planning consultant,4164
 women's program co-ordinator,4164
 immigration policy advisor,4164
 labour market policy officer,4164
 research home economist,4164
 refugee affairs program officer,4164
 employment initiatives co-ordinator,4164
 home economist,4164
 immigration policy consultant-non-government,4164
 race relations officer,4164
 immigration policy analyst,4164
 public housing officer,4164
 child-care programs planning officer,4164
 employment equity consultant,4164
 international relations specialist,4164
 Aboriginal affairs officer,4164
 home economist-consumer association,4164
 social services program planner,4164
 social program officer,4164
 employment equity adviser-social policy,4164
 immigrant settlement liaison officer,4164
 public opinion survey researcher,4164
 women's shelter program co-ordinator,4164
 correctional service policy consultant,4164
 employment insurance services adviser,4164
 adviser for the integration of persons with disabilities,4164
 social policy consultant,4164
 social welfare research officer,4164
Aboriginal affairs development officer,4164
 employment equity policy consultant,4164
 women's status policy consultant,4164
 community policing program consultant,4164
 social development officer,4164
 field representative-housing,4164
 labour market analyst,4164
 peace activist,4164
 occupational supply analyst,4164
